utterance,n_tokens_total,n_tokens_iden,n_id,n_en,id_share,unk_rate,i_index,cmi,span_entropy,burstiness,memory,id2en_rate,en2id_rate,switch_balance,n_switches,len_bin
Pergi ke bathroom dan pick up the bath grab bar; kemudian move ke bedroom and retrieve the stuffed animal,19,19,5,14,0.2631578947368421,0.0,0.3888888888888889,26.31578947368421,1.2987949406953985,-0.05728614659862409,-0.3140543535541282,0.2222222222222222,0.16666666666666666,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the cosmetic; kemudian move ke bedroom and retrieve the chest,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the decorative plant; kemudian move ke bedroom and retrieve the stuffed animal,18,18,5,13,0.2777777777777778,0.0,0.4117647058823529,27.77777777777778,1.5487949406953985,-0.07906256992568424,-0.32338135525963774,0.23529411764705882,0.17647058823529413,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the handbag; kemudian move ke bedroom and retrieve the alarm clock,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the liquid soap; kemudian move ke bedroom and retrieve the hanger,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the liquid soap; kemudian move ke bedroom and retrieve the stuffed animal,18,18,5,13,0.2777777777777778,0.0,0.4117647058823529,27.77777777777778,1.5487949406953985,-0.07906256992568424,-0.32338135525963774,0.23529411764705882,0.17647058823529413,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the perfume; kemudian move ke bedroom and retrieve the vase,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the rack; kemudian move ke bedroom and retrieve the alarm clock,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the shampoo; kemudian move ke bedroom and retrieve the box,16,15,5,10,0.3333333333333333,0.0625,0.5,33.33333333333333,1.5487949406953985,-0.15791166566913747,-0.34615384615384615,0.2857142857142857,0.21428571428571427,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the shower dial; kemudian move ke bedroom and retrieve the stuffed animal,18,18,5,13,0.2777777777777778,0.0,0.4117647058823529,27.77777777777778,1.5487949406953985,-0.07906256992568424,-0.32338135525963774,0.23529411764705882,0.17647058823529413,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the shower hose; kemudian move ke bedroom and retrieve the heater,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the soap bottle; kemudian move ke bedroom and retrieve the bag,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the soap dispenser; kemudian move ke bedroom and retrieve the hat,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the soap dispenser; kemudian move ke bedroom and retrieve the lamp,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the soap; kemudian move ke bedroom and retrieve the lamp,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the toilet brush; kemudian move ke bedroom and retrieve the fan,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the toilet brush; kemudian move ke bedroom and retrieve the lamp,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the toilet brush; kemudian move ke bedroom and retrieve the photo,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the toilet paper; kemudian move ke bedroom and retrieve the lamp,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the cabinet,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the fan,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel bar; kemudian move ke bedroom and retrieve the picture,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel ring; kemudian move ke kitchen and retrieve the paper towel,18,17,5,12,0.29411764705882354,0.05555555555555555,0.4375,29.411764705882355,1.2987949406953985,-0.11374080388740361,-0.3261640365267211,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the alarm clock,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the armchair,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the bathrobe,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the bed table,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the book,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the clothes hanger,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the decorative plant,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the lamp,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the laundry basket,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the picture,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the plush toy,17,16,5,11,0.3125,0.058823529411764705,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bathroom dan pick up the towel; kemudian move ke bedroom and retrieve the toy,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bedroom and pick up the cabinet; kemudian move to bathroom and retrieve the picture,16,16,3,13,0.1875,0.0,0.2,18.75,2.0,-0.22146546796093272,-0.9994237971287662,0.13333333333333333,0.06666666666666667,0.6666666666666666,3,"[15, 20)"
Pergi ke bedroom dan pick up the alarm clock; kemudian move ke living room and place it on the coffee table,21,21,5,16,0.23809523809523808,0.0,0.35,23.809523809523807,1.5487949406953985,0.02066098984078569,-0.30341752277352557,0.2,0.15,0.5714285714285714,7,"[20, 25)"
Pergi ke bedroom dan pick up the armchair; kemudian move ke living room and place it neatly on the coffee table,21,21,5,16,0.23809523809523808,0.0,0.35,23.809523809523807,1.5487949406953985,0.05920682141441793,-0.29629629629629634,0.2,0.15,0.5714285714285714,7,"[20, 25)"
"Pergi ke bedroom dan pick up the book, kemudian move to kitchen and place it neatly on the cutting board",20,19,4,15,0.21052631578947367,0.05,0.2777777777777778,21.052631578947366,1.7924812503605778,0.010841382499452606,-0.47058823529411775,0.16666666666666666,0.1111111111111111,0.6,5,"[15, 20)"
"Pergi ke bedroom dan pick up the book, kemudian move to living room and place it neatly on the coffee table",21,21,4,17,0.19047619047619047,0.0,0.25,19.047619047619047,1.7924812503605778,0.06009650237109216,-0.45073433504423516,0.15,0.1,0.6,5,"[20, 25)"
"Pergi ke bedroom dan pick up the book, kemudian move to living room and place it neatly on the pouffe",20,19,4,15,0.21052631578947367,0.05,0.2777777777777778,21.052631578947366,1.7924812503605778,0.010841382499452606,-0.47058823529411775,0.16666666666666666,0.1111111111111111,0.6,5,"[15, 20)"
Pergi ke bedroom dan pick up the book; kemudian move ke kitchen and retrieve the flatware,16,15,5,10,0.3333333333333333,0.0625,0.5,33.33333333333333,1.2987949406953985,-0.19289551678060177,-0.34426518632954817,0.2857142857142857,0.21428571428571427,0.5714285714285714,7,"[15, 20)"
"Pergi ke bedroom dan pick up the box, lalu move ke bathroom dan place it neatly on the wash cabinet",20,20,6,14,0.3,0.0,0.47368421052631576,30.0,1.3567796494470397,-0.026334038989724026,-0.23249527748763854,0.2631578947368421,0.21052631578947367,0.5555555555555556,9,"[20, 25)"
Pergi ke bedroom dan pick up the box; kemudian move ke living room and retrieve the sofa,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
"Pergi ke bedroom dan pick up the cabinet, lalu move ke living room dan place it neatly on the armchair",20,20,6,14,0.3,0.0,0.47368421052631576,30.0,1.5709505944546687,-0.10728128668654309,-0.34197056444066487,0.2631578947368421,0.21052631578947367,0.5555555555555556,9,"[20, 25)"
Pergi ke bedroom dan pick up the doormat; kemudian move ke living room and retrieve the tv,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bedroom dan pick up the dressers; kemudian move ke living room and retrieve the tv,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bedroom dan pick up the hat; kemudian move ke bathroom and retrieve the rack,16,16,5,11,0.3125,0.0,0.4666666666666667,31.25,1.5487949406953985,-0.14285714285714285,-0.33945005147821034,0.26666666666666666,0.2,0.5714285714285714,7,"[15, 20)"
Pergi ke bedroom dan pick up the lamp; kemudian move ke living room and retrieve the plant,17,17,5,12,0.29411764705882354,0.0,0.4375,29.411764705882355,1.5487949406953985,-0.09301085212622143,-0.3301250456480922,0.25,0.1875,0.5714285714285714,7,"[15, 20)"
Pergi ke bedroom dan pick up the painting; kemudian move ke living room and place it neatly on the armchair,20,20,5,15,0.25,0.0,0.3684210526315789,25.0,1.5487949406953985,0.02832459290272942,-0.30319601788473177,0.21052631578947367,0.15789473684210525,0.5714285714285714,7,"[20, 25)"
"Pergi ke bedroom dan pick up the picture, kemudian move to living room and place it neatly on the couch",20,20,4,16,0.2,0.0,0.2631578947368421,20.0,1.7924812503605778,0.037087982163739895,-0.4599069394901963,0.15789473684210525,0.10526315789473684,0.6,5,"[20, 25)"
"Pergi ke bedroom dan pick up the stack of books, kemudian move to living room and place it neatly on the coffee table",23,23,4,19,0.17391304347826086,0.0,0.22727272727272727,17.391304347826086,1.7924812503605778,0.028543736038989267,-0.45479756982410324,0.13636363636363635,0.09090909090909091,0.6,5,"[20, 25)"
"Pergi ke bedroom dan pick up the towel bar, kemudian move to bathroom and place it neatly on the shower soap shelf",22,22,4,18,0.18181818181818182,0.0,0.23809523809523808,18.181818181818183,1.7924812503605778,0.04173925689860197,-0.4514469490716345,0.14285714285714285,0.09523809523809523,0.6,5,"[20, 25)"
"Pergi ke bedroom dan pick up the toy, lalu move ke living room and place it neatly on the couch",20,20,5,15,0.25,0.0,0.3684210526315789,25.0,1.5487949406953985,0.02832459290272942,-0.30319601788473177,0.21052631578947367,0.15789473684210525,0.5714285714285714,7,"[20, 25)"
Pergi ke bedroom dan pick up the tv remote; kemudian move ke living room and retrieve the picture,18,18,5,13,0.2777777777777778,0.0,0.4117647058823529,27.77777777777778,1.5487949406953985,-0.07906256992568424,-0.32338135525963774,0.23529411764705882,0.17647058823529413,0.5714285714285714,7,"[15, 20)"
Pergi ke kitchen dan pick up the basket of something; kemudian move to bedroom and retrieve the hanger,18,16,4,12,0.25,0.1111111111111111,0.2,25.0,2.0,-0.28285965272742564,-0.9819805060619656,0.13333333333333333,0.06666666666666667,0.6666666666666666,3,"[15, 20)"
Pergi ke kitchen dan pick up the bottle; kemudian move to bedroom and retrieve the hanger,16,15,4,11,0.26666666666666666,0.0625,0.21428571428571427,26.666666666666668,2.0,-0.26794919243112264,-0.9819805060619656,0.14285714285714285,0.07142857142857142,0.6666666666666666,3,"[15, 20)"
Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the book,18,17,5,12,0.29411764705882354,0.05555555555555555,0.3125,29.411764705882355,1.7924812503605778,-0.1641222076075293,-0.11915078095484956,0.1875,0.125,0.6,5,"[15, 20)"
Pergi ke kitchen dan pick up the bowl of fruit; kemudian move ke bedroom and retrieve the lamp,18,17,5,12,0.29411764705882354,0.05555555555555555,0.3125,29.411764705882355,1.7924812503605778,-0.1641222076075293,-0.11915078095484956,0.1875,0.125,0.6,5,"[15, 20)"
Pergi ke kitchen dan pick up the cabinet door; kemudian move ke bedroom and retrieve the chest of drawers,19,18,5,13,0.2777777777777778,0.05263157894736842,0.29411764705882354,27.77777777777778,1.7924812503605778,-0.13007096530426776,-0.19764235376052372,0.17647058823529413,0.11764705882352941,0.6,5,"[15, 20)"
Pergi ke kitchen dan pick up the clock; kemudian move ke bedroom and retrieve the picture,16,15,5,10,0.3333333333333333,0.0625,0.35714285714285715,33.33333333333333,1.7924812503605778,-0.21735209977432837,-0.09068453126375146,0.21428571428571427,0.14285714285714285,0.6,5,"[15, 20)"
Pergi ke kitchen dan pick up the countertop item; kemudian move ke bedroom and retrieve the tv,17,16,5,11,0.3125,0.058823529411764705,0.3333333333333333,31.25,1.4591479170272448,-0.19535323102422672,-0.10206207261596573,0.2,0.13333333333333333,0.6,5,"[15, 20)"
Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,19,18,4,14,0.2222222222222222,0.05263157894736842,0.17647058823529413,22.22222222222222,2.0,-0.20675138922188938,-1.0,0.11764705882352941,0.058823529411764705,0.6666666666666666,3,"[15, 20)"
Pergi ke kitchen dan pick up the cup; kemudian move ke bedroom and retrieve the violin,16,15,5,10,0.3333333333333333,0.0625,0.35714285714285715,33.33333333333333,1.7924812503605778,-0.21735209977432837,-0.09068453126375146,0.21428571428571427,0.14285714285714285,0.6,5,"[15, 20)"
Pergi ke kitchen dan pick up the detergent; kemudian move ke bedroom and retrieve the clock,16,15,5,10,0.3333333333333333,0.0625,0.35714285714285715,33.33333333333333,1.7924812503605778,-0.21735209977432837,-0.09068453126375146,0.21428571428571427,0.14285714285714285,0.6,5,"[15, 20)"
