line_id,segment_id,task_id,instruction,trajectory,target,label,start,end,scene_tags
6,10,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,vacuum cleaner,move_forward,59,64,balustrade|lead|lead to|room|stair
6,11,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,vacuum cleaner,turn_right,65,67,wall|room|wall lamp|white|balustrade
6,12,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,vacuum cleaner,move_forward,68,70,corner|room|wall|skylight|bathroom
6,13,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,vacuum cleaner,turn_right,71,73,room|beam|wall|corner|mold
6,14,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,vacuum cleaner,move_forward,74,92,lead to|room|white|doorway|hallway
7,0,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,move_forward,101,103,balustrade|lead|lead to|rail|stair
7,1,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,turn_left,104,107,balustrade|lead|lead to|rail|stair
7,2,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,move_forward,108,115,balustrade|lead|lead to|rail|stair
7,3,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,make a left turn,116,121,lead to|rail|stair|balustrade|lead
7,4,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,move_forward,122,123,balustrade|lead|lead to|rail|stair
7,5,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,turn_left,124,126,balustrade|doorway|hardwood|lead to|hallway
7,6,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,move_forward,127,132,hardwood|radiator|room|doorway|lead to
7,7,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,turn_left,133,135,corner|hardwood|heater|picture frame|radiator
7,8,2,Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke laundry room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the flowerpot,flowerpot,move_forward,136,149,lead to|hallway|room|doorway|corridor
8,0,2,Pergi ke kitchen dan pick up the cabinet door; kemudian move ke bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the cabinet door; kemudian move ke bedroom and retrieve the chest of drawers,chest of drawers,move_forward,10,31,lead to|room|doorway|white|hallway
8,1,2,Pergi ke kitchen dan pick up the cabinet door; kemudian move ke bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the cabinet door; kemudian move ke bedroom and retrieve the chest of drawers,chest of drawers,turn_left,32,35,bed|bedroom|lamp|pillow|room
9,0,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,container,move_forward,3,15,room|doorway|hallway|hardwood|living room
9,1,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,container,turn_right,16,18,doorway|hardwood|lead to|hallway|room
9,2,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,container,move_forward,19,37,room|doorway|white|corridor|lead to
9,3,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,container,turn_right,38,40,room|stool|toy|fill|living room
9,4,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,container,move_forward,41,45,bedroom|closet|curtain|fill|room
10,0,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,lamp,move_forward,52,53,bedroom|closet|fill|laundry|room
10,1,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,lamp,turn_left,54,56,room|white|appliance|fridge|home appliance
10,2,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,lamp,move_forward,57,59,apartment|corridor|doorway|lead to|hallway
10,3,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,lamp,turn_right,60,62,apartment|doorway|hardwood|room|white
10,4,2,Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke office and pick up the container; then move to bedroom and retrieve the lamp,lamp,move_forward,63,64,corridor|doorway|hardwood|lead to|hallway
11,0,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,countertop item,move_forward,2,4,bedroom|corridor|doorway|lead to|hallway
11,1,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,countertop item,turn_right,5,7,balustrade|carpet|lead|lead to|room
11,2,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,countertop item,move_forward,8,15,balustrade|lead to|rail|room|stair
11,3,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,countertop item,make a left turn,16,23,room|carpet|lead to|stair|stairwell
11,4,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,countertop item,move_forward,24,35,appliance|cabinet|exhaust hood|kitchen|home appliance
12,0,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,chest of drawers,move_forward,42,52,balustrade|lead|lead to|stair|stairwell
12,1,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,chest of drawers,make a right turn,53,61,balustrade|lead|lead to|stair|stairwell
12,2,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,chest of drawers,move_forward,62,66,balustrade|lead|lead to|stair|door
12,3,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,chest of drawers,make a right turn,67,73,carpet|doorway|lead to|hallway|room
12,4,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,chest of drawers,move_forward,74,84,room|bedroom|lead to|carpet|doorway
12,5,2,Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the countertop item; kemudian move to bedroom and retrieve the chest of drawers,chest of drawers,make a left turn,85,90,bed|bedroom|carpet|dresser|flat
13,0,2,Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,knife,move_forward,6,43,hardwood|room|white|hallway|wall
13,1,2,Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,knife,turn_right,44,46,furniture|hardwood|living room|modern|room
13,2,2,Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,knife,move_forward,47,57,hardwood|home appliance|kitchen|room|appliance
14,0,2,Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,book,move_forward,64,68,art|wall|hallway|room|white
14,1,2,Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,book,turn_left,69,72,art|wall|drawing|hang|room
14,2,2,Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the knife; kemudian move ke bedroom and retrieve the book,book,move_forward,73,103,room|hardwood|lead to|hallway|white
15,0,2,Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,microwave,move_forward,6,31,cabinet|bedroom|doorway|bathroom|sink
15,1,2,Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,microwave,turn_left,32,35,bed|bedroom|lamp|dresser|room
15,2,2,Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,microwave,move_forward,36,46,living room|room|apartment|furniture|armchair
15,3,2,Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,microwave,turn_left,47,50,armchair|chair|couch|furniture|living room
15,4,2,Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,microwave,move_forward,51,63,appliance|cabinet|dish washer|home appliance|kitchen
16,0,2,Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke kitchen dan pick up the microwave; kemudian move ke bedroom and retrieve the lamp,lamp,move_forward,67,81,hardwood|room|doorway|white|home
17,0,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,move_forward,0,21,lead to|room|white|hardwood|hallway
17,1,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,make a left turn,22,28,lead to|white|home|hallway|balustrade
17,2,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,move_forward,29,32,balustrade|lead|lead to|rail|stair
17,3,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,turn_right,33,36,balustrade|lead|lead to|rail|stair
17,4,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,move_forward,37,38,balustrade|lead|lead to|rail|stair
17,5,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,turn_right,39,41,balustrade|lead|lead to|rail|stair
17,6,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,move_forward,42,49,lead to|balustrade|rail|stair|lead
17,7,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,turn_left,50,53,living room|room|doorway|hardwood|white
17,8,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,move_forward,54,74,couch|living room|room|barn door|slide
17,9,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,turn_left,75,78,barn door|doorway|lead to|room|slide
17,10,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,vacuum cleaner,move_forward,79,88,room|billiard table|chair|living room|stool
18,0,2,Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,/home/aimldl/navgen_without_gpt4/nav_gen/task/2/Pergi ke rec room dan pick up the vacuum cleaner; kemudian move ke bedroom and retrieve the dresser,dresser,move_forward,110,129,room|living room|hardwood|couch|home
